,Year,Month,Day,User Score,Title,Genre,Duration [minutes],Director,Lead_Actor_1,Lead_Actor_2,Budget [USD],Revenue [USD],Language,Classification
1837,1961,Dec,13,73,West Side Story (1961),"['Crime', 'Drama', 'Romance']",152,Jerome Robbins,Natalie Wood,Richard Beymer,"$6,000,000.00","$43,656,822.00",English,A
1838,2016,Aug,11,73,Hell or High Water (2016),"['Crime', 'Drama', 'Thriller', 'Western']",102,David Mackenzie,Jeff Bridges,Chris Pine,"$12,000,000.00","$37,589,296.00",English,R
1839,1989,Oct,05,73,Henry V (1989),"['War', 'Drama', 'History']",137,Kenneth Branagh,Kenneth Branagh,Derek Jacobi,"$9,000,000.00","$10,176,701.00",English,PG13
1840,1979,Mar,14,73,Hair (1979),"['Comedy', 'Drama', 'Music', 'Romance', 'War']",121,Miloš Forman,John Savage,Treat Williams,"$11,000,000.00","$15,313,606.00",English,PG
1841,2014,Dec,10,73,The Hobbit: The Battle of the Five Armies (2014),"['Action', 'Adventure', 'Fantasy']",144,Peter Jackson,Ian McKellen,Martin Freeman,"$250,000,000.00","$956,019,788.00",English,B
1842,1984,Sep,07,73,Blood Simple (1984),"['Crime', 'Drama', 'Thriller']",97,Joel Coen,John Getz,Frances McDormand,"$1,500,000.00","$3,851,855.00",English,R
1843,2007,Jun,06,73,Gone Baby Gone (2007),"['Crime', 'Drama', 'Mystery']",113,Ben Affleck,Casey Affleck,Michelle Monaghan,"$19,000,000.00","$34,619,699.00",English,R
1844,2001,Apr,20,73,The Devil's Backbone (2001),"['Fantasy', 'Drama', 'Horror', 'Thriller']",108,Guillermo del Toro,Marisa Paredes,Eduardo Noriega,"$4,500,000.00","$6,582,065.00",Spanish; Castilian,B
1845,2014,Jun,26,73,Dawn of the Planet of the Apes (2014),"['Science Fiction', 'Action', 'Drama', 'Thriller']",130,Rick Jaffa,Andy Serkis,Jason Clarke,"$170,000,000.00","$710,644,566.00",English,B
1846,2015,Oct,14,73,Suburra (2015),"['Crime', 'Drama', 'Thriller']",130,Giancarlo De Cataldo,Pierfrancesco Favino,Claudio Amendola,"$7,000,000.00",-,Italian,T
1847,2006,Apr,11,73,Undisputed II: Last Man Standing (2006),"['Action', 'Crime', 'Thriller']",93,Isaac Florentine,Michael Jai White,Scott Adkins,-,-,English,R
1848,1972,Mar,22,73,Fist of Fury (1972),"['Drama', 'Action', 'Thriller']",108,Lo Wei,Bruce Lee,Nora Miao,"$100,000.00",-,Chinese,B
1849,2017,Feb,10,73,Kiss and Cry (2017),"['Romance', 'Drama', 'Music', 'TV Movie']",95,Sean Cisterna,Sarah Fisher,Luke Bilyk,-,-,English,PG13
1850,1995,Sep,07,73,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",['Comedy'],109,Beeban Kidron,Wesley Snipes,Patrick Swayze,-,"$47,774,193.00",English,PG13
1851,2017,Dec,25,73,Phantom Thread (2017),"['Drama', 'Romance']",130,Paul Thomas Anderson,Daniel Day-Lewis,Vicky Krieps,"$35,000,000.00","$47,756,590.00",English,R
1852,2011,Sep,02,73,The Man from the Future (2011),"['Comedy', 'Fantasy', 'Science Fiction', 'Romance']",106,Cláudio Torres,Wagner Moura,Alinne Moraes,-,"$5,799,606.00",Portuguese,PG13
1853,2011,Dec,25,73,War Horse (2011),"['War', 'Drama', 'Action']",146,Steven Spielberg,Jeremy Irvine,Peter Mullan,"$66,000,000.00","$177,584,879.00",English,PG13
1854,2010,Dec,22,73,True Grit (2010),"['Drama', 'Adventure', 'Western']",110,Joel Coen,Jeff Bridges,Hailee Steinfeld,"$38,000,000.00","$252,276,927.00",English,PG13
1855,1962,Mar,09,73,Knife in the Water (1962),"['Drama', 'Thriller']",94,Roman Polanski,Leon Niemczyk,Jolanta Umecka,-,-,Polish,NR
1856,2000,Dec,16,73,Battle Royale (2000),"['Drama', 'Thriller', 'Action']",123,Kinji Fukasaku,Tatsuya Fujiwara,Aki Maeda,"$4,500,000.00","$30,600,000.00",Japanese,B
1857,2016,Aug,10,73,Tunnel (2016),"['Thriller', 'Drama', 'Action']",126,Kim Seong-hun,Ha Jung-woo,Bae Doona,"$1,000,000.00",-,Korean,PG13
1858,2011,Jun,01,73,X-Men: First Class (2011),"['Action', 'Science Fiction', 'Adventure']",132,Matthew Vaughn,James McAvoy,Michael Fassbender,"$160,000,000.00","$353,624,124.00",English,B
1859,2010,Apr,24,73,Dog Pound (2010),['Drama'],91,Kim Chapiron,Adam Butcher,Shane Kippel,-,"$430,041.00",English,NR
1860,2009,Oct,19,73,A Single Man (2009),"['Drama', 'Romance']",97,Tom Ford,Colin Firth,Julianne Moore,"$7,000,000.00","$24,964,890.00",English,R
1861,2006,Aug,18,73,The Illusionist (2006),"['Fantasy', 'Drama', 'Thriller', 'Romance']",110,Neil Burger,Edward Norton,Paul Giamatti,"$16,500,000.00","$87,892,388.00",English,B
1862,2020,Apr,16,73,The Secret: Dare to Dream (2020),"['Drama', 'Romance']",107,Andy Tennant,Katie Holmes,Josh Lucas,"$21,000,000.00","$3,215,636.00",English,PG
1863,2019,Nov,12,73,Lady and the Tramp (2019),"['Family', 'Romance', 'Comedy']",111,Charlie Bean,Tessa Thompson,Justin Theroux,-,-,English,PG
1864,2017,Jan,24,73,Justice League Dark (2017),"['Animation', 'Action', 'Fantasy']",75,Ernie Altbacker,Matt Ryan,Jason O'Mara,-,-,English,R
1865,2017,Sep,29,73,Lucky (2017),['Drama'],88,John Carroll Lynch,Harry Dean Stanton,David Lynch,-,"$955,925.00",English,0
1866,2010,Sep,16,73,Sarah's Key (2010),"['Drama', 'War']",111,Gilles Paquet-Brenner,Kristin Scott Thomas,Mélusine Mayance,"$10,000,000.00","$17,511,906.00",French,PG13
1867,1976,Nov,05,73,Assault on Precinct 13 (1976),"['Thriller', 'Action', 'Crime']",91,John Carpenter,Austin Stoker,Darwin Joston,"$150,000.00",-,English,R
1868,1993,May,02,73,Manhattan Murder Mystery (1993),"['Comedy', 'Mystery']",104,Woody Allen,Woody Allen,Diane Keaton,"$13,500,000.00","$11,285,588.00",English,PG
1869,2015,Jun,24,73,Colonia (2015),"['Drama', 'Romance', 'Thriller']",106,Florian Gallenberger,Emma Watson,Daniel Brühl,"$14,000,000.00","$3,621,046.00",English,R
1870,2004,Mar,06,73,Ghost in the Shell 2: Innocence (2004),"['Animation', 'Drama', 'Science Fiction']",100,Mamoru Oshii,Akio Otsuka,Koichi Yamadera,-,"$9,789,651.00",Japanese,B
1871,2012,Apr,25,73,What's in a Name (2012),"['Drama', 'Comedy']",109,Alexandre de La Patellière,Patrick Bruel,Valérie Benguigui,-,-,French,U
1872,1996,Nov,22,73,Star Trek: First Contact (1996),"['Science Fiction', 'Action', 'Adventure', 'Thriller']",111,Brannon Braga,Patrick Stewart,Jonathan Frakes,"$46,000,000.00","$150,000,000.00",English,PG13
1873,2015,Dec,23,73,Where to Invade Next (2015),['Documentary'],121,Michael Moore,Dr. Pasi Sahlberg,Michael Moore,-,"$3,820,195.00",English,R
1874,2008,Sep,07,73,"Food, Inc. (2008)",['Documentary'],94,Robert Kenner,Michael Pollan,Eric Schlosser,-,-,English,PG
1875,1983,Feb,04,73,Videodrome (1983),"['Horror', 'Mystery', 'Science Fiction']",88,David Cronenberg,James Woods,Sonja Smits,"$5,952,000.00","$2,120,439.00",English,C
1876,2021,Nov,10,73,Clifford the Big Red Dog (2021),"['Family', 'Adventure', 'Comedy', 'Fantasy']",97,Norman Bridwell,Darby Camp,Jack Whitehall,"$64,000,000.00","$67,000,000.00",English,PG
1877,2011,Mar,30,73,Source Code (2011),"['Thriller', 'Science Fiction', 'Mystery']",94,Duncan Jones,Jake Gyllenhaal,Michelle Monaghan,"$32,000,000.00","$147,332,697.00",English,PG13
1878,1995,Dec,22,73,Balto (1995),"['Family', 'Animation', 'Adventure']",78,Elana Lesser,Kevin Bacon,Bob Hoskins,"$31,000,000.00","$11,348,324.00",English,G
1879,2001,Jun,15,73,Lagaan: Once Upon a Time in India (2001),"['Adventure', 'Romance', 'Drama']",224,Ashutosh Gowariker,Aamir Khan,Gracy Singh,"$5,200,000.00","$8,100,000.00",Hindi,PG
1880,2005,Jun,21,73,One Man Band (2005),"['Animation', 'Comedy', 'Family', 'Music']",4,Mark Andrews,None,None,-,-,English,G
1881,2019,Nov,20,73,Frozen II (2019),"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",103,Jennifer Lee,Idina Menzel,Kristen Bell,"$150,000,000.00","$1,450,026,933.00",English,AA
1882,2013,Sep,03,73,Marvel One-Shot: Agent Carter (2013),"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",15,Louis D'Esposito,Hayley Atwell,Bradley Whitford,-,-,English,PG13
1883,1995,Jul,19,73,Clueless (1995),"['Comedy', 'Romance']",97,Amy Heckerling,Alicia Silverstone,Stacey Dash,"$12,000,000.00","$56,631,572.00",English,PG13
1884,2012,Sep,26,73,In the House (2012),"['Comedy', 'Drama', 'Mystery', 'Thriller']",105,François Ozon,Fabrice Luchini,Kristin Scott Thomas,-,"$11,879,046.00",French,R
1885,1974,Feb,07,73,Blazing Saddles (1974),"['Western', 'Comedy']",93,Mel Brooks,Cleavon Little,Gene Wilder,"$2,600,000.00","$119,500,000.00",English,R
1886,2015,Apr,22,73,Avengers: Age of Ultron (2015),"['Action', 'Adventure', 'Science Fiction']",141,Joss Whedon,Robert Downey Jr.,Chris Hemsworth,"$365,000,000.00","$1,405,403,694.00",English,B
1887,2011,Sep,16,73,The Hidden Face (2011),"['Thriller', 'Mystery']",92,Andrés Baiz,Quim Gutiérrez,Martina García,-,-,Spanish; Castilian,12
1888,2011,Sep,27,73,Batman: Year One (2011),"['Action', 'Animation', 'Crime']",64,Bob Kane,Ben McKenzie,Bryan Cranston,-,-,English,B15
1889,1970,Dec,24,73,The Aristocats (1970),"['Animation', 'Comedy', 'Family', 'Adventure']",78,Wolfgang Reitherman,Phil Harris,Eva Gabor,"$4,000,000.00","$55,675,257.00",English,A
1890,1984,May,23,73,Indiana Jones and the Temple of Doom (1984),"['Adventure', 'Action']",118,George Lucas,Harrison Ford,Kate Capshaw,"$28,000,000.00","$333,000,000.00",English,PG
1891,2000,Oct,20,73,Pay It Forward (2000),['Drama'],122,Mimi Leder,Kevin Spacey,Helen Hunt,"$40,000,000.00","$55,707,411.00",English,PG13
1892,2010,Sep,09,73,13 Assassins (2010),"['Adventure', 'Drama', 'Action']",141,Takashi Miike,Kōji Yakusho,Takayuki Yamada,"$6,000,000.00","$17,555,141.00",Japanese,R
1893,1958,May,22,73,Dracula (1958),['Horror'],82,Terence Fisher,Peter Cushing,Christopher Lee,"$104,880.00","$3,500,000.00",English,NR
1894,2020,Oct,16,73,Over the Moon (2020),"['Animation', 'Adventure', 'Family', 'Fantasy']",100,Glen Keane,Cathy Ang,Phillipa Soo,-,-,English,PG
1895,2017,Feb,08,73,John Wick: Chapter 2 (2017),"['Action', 'Thriller', 'Crime']",122,Chad Stahelski,Keanu Reeves,Common,"$40,000,000.00","$171,539,887.00",English,B15
1896,2012,Nov,17,73,Evangelion: 3.0 You Can (Not) Redo (2012),"['Animation', 'Science Fiction', 'Action', 'Drama']",96,Hideaki Anno,Megumi Ogata,Akira Ishida,-,"$60,487,945.00",Japanese,B15
1897,1946,Jul,02,73,The Stranger (1946),"['Crime', 'Drama']",95,Orson Welles,Edward G. Robinson,Loretta Young,-,-,English,NR
1898,2021,Jul,29,73,Resort to Love (2021),"['Romance', 'Comedy']",101,Tabi McCartney,Christina Milian,Jay Pharoah,-,-,English,PG
1899,2021,Jun,10,73,In the Heights (2021),"['Drama', 'Music', 'Romance']",143,Jon M. Chu,Anthony Ramos,Corey Hawkins,"$55,000,000.00","$43,000,000.00",English,PG13
1900,1989,Sep,06,73,Mystery Train (1989),['Comedy'],106,Jim Jarmusch,Youki Kudoh,Masatoshi Nagase,"$2,800,000.00","$1,544,973.00",English,R
1901,1973,Nov,08,73,Robin Hood (1973),"['Animation', 'Family']",83,Ken Anderson,Brian Bedford,Phil Harris,"$5,000,000.00","$32,056,467.00",English,G
1902,2016,Jun,08,73,The Conjuring 2 (2016),"['Horror', 'Thriller']",134,James Wan,Patrick Wilson,Vera Farmiga,"$40,000,000.00","$320,392,818.00",English,R
1903,1973,Dec,13,73,My Name Is Nobody (1973),"['Comedy', 'Western']",117,Ernesto Gastaldi,Terence Hill,Henry Fonda,-,-,Italian,PG
1904,1976,Nov,03,73,Carrie (1976),"['Horror', 'Thriller']",98,Brian De Palma,Sissy Spacek,Piper Laurie,"$1,800,000.00","$33,800,000.00",English,R
1905,2013,May,17,73,The Past (2013),"['Drama', 'Mystery']",130,Asghar Farhadi,Bérénice Bejo,Ali Mosaffa,"$11,000,000.00","$10,631,747.00",French,PG13
1906,2011,Aug,03,73,Rise of the Planet of the Apes (2011),"['Thriller', 'Action', 'Drama', 'Science Fiction']",105,Rupert Wyatt,James Franco,Andy Serkis,"$93,000,000.00","$482,860,185.00",English,B
1907,2004,Dec,08,73,The Phantom of the Opera (2004),"['Thriller', 'Drama', 'Romance']",143,Joel Schumacher,Gerard Butler,Emmy Rossum,"$70,000,000.00","$154,648,887.00",English,PG13
1908,1991,Sep,20,73,The Fisher King (1991),"['Comedy', 'Drama']",138,Terry Gilliam,Jeff Bridges,Robin Williams,"$24,000,000.00","$41,895,491.00",English,R
1909,2006,Apr,19,73,"OSS 117: Cairo, Nest of Spies (2006)","['Crime', 'Action', 'Adventure', 'Comedy']",99,Jean Bruce,Jean Dujardin,Bérénice Bejo,-,-,French,NR
1910,1991,Aug,14,73,The Commitments (1991),"['Comedy', 'Drama', 'Music']",118,Roddy Doyle,Robert Arkins,Michael Aherne,"$12,000,000.00","$14,919,570.00",English,R
1911,2013,Dec,12,73,Only Lovers Left Alive (2013),"['Drama', 'Romance']",123,Jim Jarmusch,Tom Hiddleston,Tilda Swinton,"$7,000,000.00","$7,600,000.00",English,R
1912,1994,Aug,25,73,Quiz Show (1994),"['History', 'Drama', 'Mystery']",133,Robert Redford,Ralph Fiennes,John Turturro,"$31,000,000.00","$24,822,619.00",English,PG13
1913,1967,Oct,18,73,The Jungle Book (1967),"['Family', 'Animation', 'Adventure']",78,Rudyard Kipling,Bruce Reitherman,Phil Harris,"$4,000,000.00","$205,843,612.00",English,G
1914,1994,May,31,73,"The Adventures of Priscilla, Queen of the Desert (1994)","['Drama', 'Comedy']",104,Stephan Elliott,Hugo Weaving,Guy Pearce,"$2,000,000.00","$11,224,491.00",English,R
1915,2007,Apr,19,73,Fracture (2007),['Thriller'],113,Gregory Hoblit,Anthony Hopkins,Ryan Gosling,"$10,000,000.00","$91,354,215.00",English,PG13
1916,1981,Oct,21,73,The Professional (1981),"['Action', 'Adventure', 'Thriller']",108,Georges Lautner,Jean-Paul Belmondo,Robert Hossein,-,-,French,U
1917,1990,Jun,01,73,Total Recall (1990),"['Action', 'Adventure', 'Science Fiction']",113,Philip K. Dick,Arnold Schwarzenegger,Rachel Ticotin,"$65,000,000.00","$261,317,921.00",English,R
1918,1980,Jul,02,73,Airplane! (1980),['Comedy'],88,David Zucker,Robert Hays,Julie Hagerty,"$3,500,000.00","$83,453,539.00",English,PG
1919,2017,Sep,01,73,Lady Bird (2017),"['Drama', 'Comedy']",94,Greta Gerwig,Saoirse Ronan,Laurie Metcalf,"$10,000,000.00","$78,966,486.00",English,R
1920,2015,Oct,16,73,Suffragette (2015),"['Drama', 'History']",106,Sarah Gavron,Carey Mulligan,Helena Bonham Carter,"$14,000,000.00","$16,002,420.00",English,PG13
1921,1986,Jun,27,73,Labyrinth (1986),"['Adventure', 'Family', 'Fantasy']",102,Jim Henson,David Bowie,Jennifer Connelly,"$25,000,000.00","$12,729,917.00",English,PG
1922,1987,Jul,17,73,RoboCop (1987),"['Action', 'Thriller', 'Science Fiction']",102,Paul Verhoeven,Peter Weller,Nancy Allen,"$13,000,000.00","$53,424,681.00",English,C
1923,1990,Dec,15,73,Days of Being Wild (1990),"['Crime', 'Drama', 'Romance']",94,Wong Kar-wai,Leslie Cheung,Andy Lau,-,"$141,864.00",Cantonese,NR
1924,2020,Nov,19,73,Riders of Justice (2020),"['Action', 'Comedy', 'Drama']",116,Anders Thomas Jensen,Mads Mikkelsen,Nikolaj Lie Kaas,"$5,300,000.00","$679,505.00",Danish,NR
1925,2011,Aug,04,73,Red Dog (2011),"['Drama', 'Comedy', 'Family']",92,Kriv Stenders,Josh Lucas,Rachael Taylor,-,-,English,PG
1926,2022,Oct,19,73,The School for Good and Evil (2022),"['Fantasy', 'Action', 'Drama']",146,Paul Feig,Sofia Wylie,Sophia Anne Caruso,-,-,English,PG13
1927,2020,Mar,06,73,Escape from Pretoria (2020),"['Drama', 'History', 'Thriller']",102,Francis Annan,Daniel Radcliffe,Daniel Webber,-,-,English,PG13
1928,2017,Jun,09,73,Megan Leavey (2017),"['Drama', 'War']",116,Gabriela Cowperthwaite,Kate Mara,Ramón Rodríguez,-,"$13,406,883.00",English,PG13
1929,2011,Jul,30,73,Naruto Shippuden the Movie: Blood Prison (2011),"['Thriller', 'Animation', 'Action', 'Comedy', 'Horror', 'Mystery']",108,Masahiko Murata,Junko Takeuchi,Mie Sonozaki,-,-,Japanese,PG13
1930,1992,Oct,31,73,Army of Darkness (1992),"['Fantasy', 'Horror', 'Comedy']",81,Sam Raimi,Bruce Campbell,Embeth Davidtz,"$11,000,000.00","$21,502,976.00",English,R
1931,2021,Nov,19,73,C'mon C'mon (2021),['Drama'],109,Mike Mills,Joaquin Phoenix,Woody Norman,"$8,300,000.00","$4,300,000.00",English,R
1932,1992,Sep,16,73,Of Mice and Men (1992),['Drama'],110,Gary Sinise,John Malkovich,Gary Sinise,-,"$5,471,088.00",English,PG13
1933,2007,Feb,15,73,Bridge to Terabithia (2007),"['Adventure', 'Drama', 'Family']",96,Gábor Csupó,Josh Hutcherson,AnnaSophia Robb,"$60,000,000.00","$137,587,063.00",English,PG
1934,1995,Dec,23,73,Dead Man (1995),"['Drama', 'Fantasy', 'Western']",121,Jim Jarmusch,Johnny Depp,Gary Farmer,"$9,000,000.00","$103,800,000.00",English,R
1935,1995,Oct,20,73,The Day of the Beast (1995),"['Action', 'Comedy', 'Horror', 'Crime', 'Fantasy']",103,Álex de la Iglesia,Álex Angulo,Armando De Razza,-,"$4,367,497.00",Spanish; Castilian,R
1936,1987,Mar,06,73,Lethal Weapon (1987),"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",110,Richard Donner,Mel Gibson,Danny Glover,"$15,000,000.00","$120,207,127.00",English,R
1937,2018,Mar,28,73,The Rider (2018),['Drama'],103,Chloé Zhao,Brady Jandreau,Tim Jandreau,-,-,English,R
1938,1992,Aug,20,73,Man Bites Dog (1992),"['Comedy', 'Crime', 'Drama', 'Thriller', 'Horror']",96,Benoît Poelvoorde,Benoît Poelvoorde,Rémy Belvaux,"$33,000.00","$205,569.00",French,NC17
1939,2017,Oct,13,73,Marshall (2017),['Drama'],118,Reginald Hudlin,Chadwick Boseman,Josh Gad,"$12,000,000.00","$10,051,659.00",English,PG13
1940,2012,Mar,22,73,Argo (2012),"['Drama', 'Thriller']",2,Ben Affleck,Ben Affleck,Bryan Cranston,"$44,500,000.00","$232,325,503.00",English,R
1941,2006,Nov,01,73,Tell No One (2006),"['Drama', 'Thriller', 'Crime', 'Mystery']",131,Guillaume Canet,François Cluzet,Marie-Josée Croze,"$11,700,000.00",-,French,NR
1942,2008,May,15,73,Hunger (2008),"['Drama', 'History']",96,Steve McQueen,Michael Fassbender,Stuart Graham,-,"$2,724,474.00",English,MA15
1943,1993,Mar,06,73,Dragon Ball Z: Broly – The Legendary Super Saiyan (1993),"['Animation', 'Science Fiction', 'Action']",70,Takao Koyama,Bin Shimada,Masako Nozawa,-,"$21,658,982.00",Japanese,PG
1944,2009,Oct,07,73,Zombieland (2009),"['Comedy', 'Horror']",88,Ruben Fleischer,Woody Harrelson,Jesse Eisenberg,"$23,600,000.00","$102,391,540.00",English,B15
1945,1995,Mar,24,73,Dolores Claiborne (1995),"['Crime', 'Drama', 'Mystery']",132,Taylor Hackford,Kathy Bates,Jennifer Jason Leigh,-,-,English,R
1946,1988,Dec,21,73,Dangerous Liaisons (1988),"['Drama', 'Romance']",119,Stephen Frears,Glenn Close,John Malkovich,"$14,000,000.00","$34,670,720.00",English,R
1947,2003,Sep,17,73,Love Me If You Dare (2003),"['Drama', 'Comedy', 'Romance']",93,Yann Samuell,Guillaume Canet,Marion Cotillard,-,-,French,U
1948,2005,Sep,16,73,Lord of War (2005),"['Crime', 'Drama', 'Thriller']",122,Andrew Niccol,Nicolas Cage,Bridget Moynahan,"$50,000,000.00","$72,617,068.00",English,R
1949,2021,Jul,08,73,Fear Street: 1978 (2021),"['Mystery', 'Horror', 'Fantasy']",110,Leigh Janiak,Sadie Sink,Emily Rudd,-,-,English,R
1950,2018,Jun,07,73,Hereditary (2018),"['Horror', 'Mystery', 'Thriller']",128,Ari Aster,Toni Collette,Alex Wolff,"$10,000,000.00","$80,239,658.00",English,B15
1951,2018,May,11,73,The Kissing Booth (2018),"['Romance', 'Comedy']",105,Vince Marcello,Joey King,Joel Courtney,-,-,English,0
1952,2008,Nov,05,73,Milk (2008),"['History', 'Drama']",128,Gus Van Sant,Sean Penn,Emile Hirsch,"$20,000,000.00","$54,589,558.00",English,R
1953,2009,Aug,01,73,Naruto Shippuden the Movie: The Will of Fire (2009),"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Animation']",95,Masahiko Murata,Chie Nakamura,Junko Takeuchi,-,"$8,084,148.00",Japanese,PG13
1954,2008,Oct,10,73,The Hurt Locker (2008),"['Drama', 'Thriller', 'War']",131,Kathryn Bigelow,Jeremy Renner,Anthony Mackie,"$15,000,000.00","$49,230,772.00",English,B15
1955,2020,Sep,11,73,The Devil All the Time (2020),"['Crime', 'Drama', 'Thriller']",138,Antonio Campos,Tom Holland,Bill Skarsgård,-,-,English,R
1956,2009,Mar,27,73,The Damned United (2009),['Drama'],97,Tom Hooper,Michael Sheen,Timothy Spall,"$10,000,000.00",-,English,R
1957,2009,Jul,17,73,(500) Days of Summer (2009),"['Comedy', 'Drama', 'Romance']",95,Marc Webb,Joseph Gordon-Levitt,Zooey Deschanel,"$7,500,000.00","$60,781,545.00",English,PG13
1958,1992,Apr,16,73,Like Water for Chocolate (1992),"['Drama', 'Romance']",105,Laura Esquivel,Marco Leonardi,Lumi Cavazos,"$2,000,000.00","$21,744,201.00",Spanish; Castilian,R
1959,1995,Oct,27,73,Leaving Las Vegas (1995),"['Drama', 'Romance']",111,Mike Figgis,Nicolas Cage,Elisabeth Shue,"$3,600,000.00","$49,800,000.00",English,R
1960,2020,Dec,04,73,Nomadland (2020),['Drama'],108,Chloé Zhao,Frances McDormand,David Strathairn,"$5,000,000.00","$14,784,114.00",English,R
1961,2016,Jul,23,73,One Piece Film: GOLD (2016),"['Action', 'Animation', 'Adventure', 'Comedy']",2,Hiroaki Miyamoto,Kazuya Nakai,Mayumi Tanaka,-,"$66,207,073.00",Japanese,PG13
1962,2007,Aug,04,73,Naruto Shippuden the Movie (2007),"['Animation', 'Action', 'Fantasy']",94,Hajime Kamegaki,Junko Takeuchi,Chie Nakamura,"$29,000,000.00",-,Japanese,PG13
1963,1954,Jul,22,73,Seven Brides for Seven Brothers (1954),"['Comedy', 'Drama', 'Western']",102,Stanley Donen,Jane Powell,Howard Keel,-,"$5,000,000.00",English,G
1964,2000,Dec,12,73,Batman Beyond: Return of the Joker (2000),"['Animation', 'Family', 'Action', 'Science Fiction']",76,Curt Geda,Will Friedle,Kevin Conroy,-,-,English,PG
1965,1995,Jun,09,73,Smoke (1995),"['Comedy', 'Drama']",112,Paul Auster,Harvey Keitel,William Hurt,"$7,000,000.00","$8,349,430.00",English,R
1966,2016,Jan,14,73,13 Hours: The Secret Soldiers of Benghazi (2016),"['War', 'Action', 'History', 'Drama']",144,Michael Bay,John Krasinski,James Badge Dale,"$50,000,000.00","$69,411,370.00",English,R
